essay_id,full_text,score
00feec3,"It would be dangerous to go to venus it would take courage to go somewhere you never seen or been there before. Nasa wants to send humans to study venus it will be dangerous to go to venus but its worth the try to see if its good like weather and to see if there oxygen. venus is like Earth twin they are really close to each other but venus density and size are occasionally bigger.

Venus has over ninety seven percent of carbon dioxide. Whats more challening is that there are more clouds than earth. the temperatures can also be very dangerous up to 800 degrees fahrenheit and the atmospheric pressure is 90 greater then normal earth averrage.

Nasa is working on aproaches to studying venus. Nasa tested some electronics made of silicon carbide and only lasted about three weeks they want to improve that and make better electronics or even better so the heat of any kind of phone or tablet resist the pressure of heat and other forces.",2
0105e2e,"The face on Mars was not made by aliens, and it only looked like a face because of the shadows. Michael Malin even took a better picture twenty two years later that showed it wasn't a face, but some people weren't satisfied. Three years later they took an even better one, showing that it wasn't a face at all.

This is not a face becasue the author says in paragraph two, ""Scientist figured it was just another Martian mesa, common enough around Cydonia, only this one had unusual shadows"" Some people didn't agree because ""it was winter in April '98--a cloudy time of the year"" and to disprove this they took a better picture in the summer. In paragraph ten, it says ""Nevertheless, on April 8, 2001--a cloudless summer day in Cydonia""

the picture that he took was even clearer and it can be seen that nothing alien related is in the photo. It is all just a mesa.",2
123792,"In

""The Challenge of Exploring Venus,"" the debate of the exploration of Venus is exposed for discussion. The article brings up many contriversal topics discussing whether or not Venus is worth exploring. Though most of the article talks about the dangers and overall negativities Venus has to offer when it comes of exploring it, the author takes this information and turns it into postives. The author demonstrates that although Venus is dangerous and almost impossible to explore, attempting to do just that willl be well worth it in the long run. Due to this, the readers can say that the author supported the idea that studying Venus is a worthy pursuit despite the dangers very well.

In the article, the author first brings up the fact that Venus has a very toxic and dangerous atmosphere. They go on to say that because of this, the conditions in Venus are far to extreme for any human to survive in. Then, the author even posses the question of: Why are scientists trying to explore Venus more if it's so inhospitable? The author uses this question to transition into how they support the exploration of Venus, by saying how despite the inhospitable environment, Venus has many Earth-like qualities which intrigues many astronomers. In the article the author states, ""... Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth."" This shows that learning more about Venus could potentially be a great advantage to Earth since it's the most similar planet to Earth in the entire solar system.

A second problem the author states about exploring Venus is that every attempt to explore the planet has failed. One reason being is how the extreme heat has prevented each spacecraft to survive for more than a couple of hours on Venus's surface. In the article the author states, ""... no spacecraft survived the landing for more than a few hours. Maybe this issue explains why not a single spacecraft has touched down on Venus in more than three decades."" The author contradicts this later in the article by explaining the technological advacements that NASA has accomplished to help prevent having another failed mission to Venus. The author states, ""NASA is working on other approaches to studying Venus. For example, some simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of Venus's surface and have lasted for three weeks in such conditions."" This demonstrates how even though Venus is about impossible to explore, technology can help create smarter alternatives for exploring the planet's surface.

Throughout the article, the author demonstrates that the postives of exploring Venus outweigh the negatives by giving strong evidence as to why the positives eliminate the problems when it comes to exploring Venus's surface. Although there are many major issues with exploring Venus, the author shows the readers that there are solutions that can help fix these problems. Not only does the author do this, but they show how Earth can discover and learn many valuable things about Venus that can help in the long run. So through very strong evidence about the positve that was able to outweigh the negative, the author was able to support the idea of studying Venus very well.  ",4
01247bc,"Being a Seagoing Cowboy let Luke see all over the world and help people in need. He had the most fun on his home with the other Seagoing Cowboys. They would play Base baseball and volleyball in the empty hold of the animals been housed. They would aslo play table-tennis touranments, fencing, boxing, reading, whittling, and other games. When he turned 18 he wsa his way to Greece (as a Seagoing Cowboy) and he got draft. When they found out he was a Seagoing Cowboy they said he could do his service as a Seagoing Cowboy.

It opend up the world to him. He got to see the Acropolis in Greece and he rode up in Venic, Italy were the streets are water. Helping out on his Aunt's farm helped him for the hard work as a Seagoign Cowboy but it didn't help for the danger of the sea. It made him more awar of peole in other countries that need help and that stayed with him for life and he shared that wiht his family. He always said it was more than just an adventure.

Being a Seagoing Cowboy can be fun at times but can be realy hard at some parts. It helps for life like school does. I think that more peole sould get a try to become a Seagoing Cowboy just to learn soem of the same thing Luck did or see the things he might have seen. So give it a try it can be fun! ",2
01267d1,"The Face was dicovered on May 24, 2001. It was discovered by NASA's Viking 1 spacecraft. ""NASA's Viking 1 spacecraft was circling the planet, snapping photos of possible landing sites for its sister ship Viking 2, when it spotted the shadowy likeness of a human face."" But the Face is just a natural landform discovered on Mars by NASA.

On April 5, 1998, Michael Malin and his Mars Orbiter Camera team took a picture of the face. It was discovered that there was no alien monument. On paragraph seven, the text states, ""snapped a picture ten times sharper than the original Viking photos....There was no alien monument after all."" This proves that they found out the Face was not an alien monument.

But many people were still not satisfied so, on April 8, 2001, Mars Global Surveyor went to Mars for a second look. On paragraph ten, the text states, ""Malin's team captured an extraordinary photo using the camera's absolute maximum resolution."" On paragraph twelve, the text states, ""What the picture actually shows is the Martian equivalent of a butte or mesa--landforms common around the American West."" So, the Face that they found on Mars was just a natural landform after all.

Using evidences from the texts, we learned that the Face was discovered on May 24, 2001. We learned that many people believed it to be an alien monument, but it was not. The Face got looked a second time, on April 8, 2001, but with the camera's absolute ""maximum resolution."" In the end, they found out that the Face was just a natural landform and not an alien monument.           ",1
01290ec,"Luke Bomberger is a who had started working in a grocery story and a bank, just when he got out of high school. Once he went on this trip to Europe with his friend Don Reist. Luke started enjoying going to oversea trips, even though he knew it would take a long time. Have you ever wanted to take an oversea trip? If your answer is yes we would like you to come and sign up for The United Relief and Rehabilitation Adminstration. Its for SEagoing Cowboys that are willing to take care of horses, youngcows, and mules that are shipped overseas.

When you go through the proccess of going on the trip, don't get nervous. Luke Bomberger was a confident man to go on his journey with his best friend and was never really afraid. Every time you ride on that boat you feel more a live, which is a good thing. All you have to do is believe in yourself and you can do anything! Taking care of animals is another thing to, if you absolutely love animals than of course you might want to join. Especially if you are a farmer boy.

Going on the journey made Luke feel alive, and it should make you feel alive if you think you are going to join the club that takes you overseas. I know all the men loved to go on that trip to take care of many farm animals, especially if you do that your everyday life. When Luke was on that trip he loved it, he first(1st) went to New Orleans for the trip. They got there the day the Pacific war ended , on August 14th. On his first (1st) trip the crew he was with ended up with 335 horses on the cargo, and had enough to feed everyone including the men on the ship.

The story of Luke Bomberger is probably not urging you yet, but when Luke was official 18 he knew that he could join military. Then he thought I still love seagoing trips, so I'm going to stick with it so he did. Do you see how motivated Luke was to join the Club of UNRRA. Luke already taken a total of nine(9) trips and he was proud of it. Luke couldnt imagine his life without the trips he wouldn't have gone on so he stayed on going with it and he was confident in his choice.

Not just that but Luke got to visit other countries such as China and European countries, such as Venice, Italy. He also got to help people all over the world. He was so proud of what he did and so full of joy. Luke oncer got hurt on one (1) of his journeys. While Luke was checking on the anoimals on a very rainy night he slipped and fell but luckly there was a small piece of metal that protected Luke from flying off the deck into the Atlantic Ocean, but thanks to that small piece of metal he was saved.

So ask yourself do you want to join the UNRRA club(united Nations Relief and Rehabilitation Adminstration). If you do make sure on your descions that you want to do it. Anything is possible for anyone! If it was possible for Luke Bomberger than its possible for you! So sign up now if you want to be a success like Luke Bomberger! Keep in mind that you can see animals , help people, and you can also visit places you have never visited in your whole life.",3
012c9be,"Have you ever thought there was a possiblity of going to venus? Yeah i didnt either but i completly agree with the autors point of view on this article i agree about going to venus for more information cause it would help us understand what happened to venus and if one point and time it was like earth.

The challenge of going to venus with anything is its massive air pressure, solfuric acid rain, and really hot surface temptures and we currently dont have anything to actually be able to survive those condtions for more then maybe three weeks or less so what i say we do is that we look at metals that are restiant to stuff like that and see if we could try combining the atoms to make an alloy.

In conclusion in my personal opionion i think yes we should try a little harder to get to know more about venus cause it would explain a kot and tell us if one day it was like earth and what happened to it so we could avoid it so that doesnt happen to earth and on top of that the more we learn about it the more the possiblity of it maybe becoming a hospital planet to go to if we need to ever move off of earth.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",2
012f8f0,"In this story the author suggests that studying venus is a worthy to explore despite the dangers it presents. it tells us that Venus was ""Once been most Earth-like planet in our solar system. Long ago, Venus was probably covered largely with oceans and could have supported various forms of life."" Also that Venus has ""familiar features such as valleys, mountains, and creaters."" But despite the belife that life was there, it's also that NASA and others are just curios of what they could find from Venus.

First, the author did a good job pointing out and bringing in the reader with Venus ""once have been most Earth-like planet in our solar system. Long ago"" but he also goes and continues on how it was covered with ""oceans""

Secondly, the author tell's us that there are ""familiar features such as valleys, moutains, and craters"" On Venus. This makes us want to pursuit the study on Venus despite the dangers it presents. Even with all the critical coditions Venus has, this example want's us to go and visit Venus.

Lastly, "" Venus has value, not only because of the insight to be gained on the planet itself, but also because of human curiosity."" Human curiosity makes us want to go to Venus and see what we can find and look. Most humans are very curios and when they find out there was once life in Venus, it makes us want to go and see what's out there. The author put this in to give us another reason why we should go out to Venus. He puts in ""human cruiosity"" to bring us in.

Finaly, from all of the eight paragraps I feel as if the author could have done a better job on their part to explain why it's ""worth pursuit despite the dangers it presents."" Also that the comparison between Earth and Venus was fine. But going to Venus and exploring and pointed out that there was once life in Venus gives a good example of going and exploring Venus.",3
013ac83,"there are many thing in life people want and need such as money, families and fame. but what people dont understand is that most of what they want is stuff they dont need and they would be better off without it. cars are beginning to be something people dont need. all it is doing is causing more problems then solutions. Major people are starting to notice,presidents and governements, and are  acting apon it. limiting car usage would bring a lot of advavtages such as more pocket money, more excrises and less harm to the earth acorrding to Car-free day is spinning into a big hit in bogota by Andrew Selsky, Paris bans driving due to smog by Robert Duffer and the end of car culture by Elisabeth Rosenthal.

Cars are defined as a motor vecheil that provides fast transportation for more then one person at a time. thats what most people veiw it as, what that dont know and relize is that it give people a lot more stress to deal with because of either car payments, repairs, or even runing out of gas.  acorrding to Heidrun Walter in the passage in german suburb, life goes on without cars she said that when she had a car she was always tense and now that she doesnt have a car sge is more relaxed and is better off without it. she doesnt have to pay for insurance, car payments, repairs on the car and not even gas. that will leave her with a lot of stress free moments.

cars do not only stress out people but they are pulloting the earth. almost all cars run on gas which is put in the car and releases pullotion into the earth. paris had to enforce a partial driving ban to clear the air of pullotion.... that is how much damage it is doing to the earth. it took five days the smog finally rivaled beijing, china which is know as one of the most pullated cities in the world. this could have made people go to the hostiptal because they could have gotten sick or even die from the pullotion. many countries are banning cars for a couple of days each year because of this global problem. according to car-free day is spinning into a big hit in bogota in colombia they have a program that bans cars a for a day which leaves people to walk, hike or even bike to where they need to go. its a good way to take away stress and lower air pullotion said carlos arturo plaza.

furthermore not only does it help the envirment for limting car usage and gives relief to peopl. it will also make people healther because they would then have to walk, ride or hike to work or any other place thay need to go. this will strength peoples bodies by doing everyday things more often.  it would require more work to walk to a destiantion rather then to sit down in a car and press on the brake and gas pedal with our foot. limting car usage will not only make people helthier but it will make people less lazy. for example if a person was lazy and had no food in his/her house they would just easly get in there car and drive to a local fast food restruant to get food. on ther other hand if they did not have a car they would have to walk all the way to the grocery story burning off lots of caliores and buying lots more food rather then stoping at a fast food place just to get a quick meal.

in clonclusion limting car usage would be a more beifical thing to do rather then a problem due to the stress reilf, envimental saftey and healther citzens.    ",4
014eba6,"As I know from images and researches that aliens could possibly exist by the looks of it . Not so Postive about it , but why would there be an human face on mars when people aren't on Mars everyday of there lives. Also that by seeing pictures of hwo aliens look there similar too us in a way , but the mouth is weird shping like it's not a human mouth that people think it may be . Makes you have second thoughts and makes you want to investigate more on the "" The Face On Mars "" . Each year we have something new on this face of mars.

So we investigate more on these pictures to see exactly what were trying to find out because it doesn't add up how would I big hu,man face be on mars. doesn't make since too me. Yeah and like "" Garvin "" says we don't pass over a human face very often so something isn't right here. The scientist put there all into this to figure out what there dealing with.

So finally in 2001 we've came to an conclusion and find out from all our investigations that it's really just a ' mesa ' It's an Middle Butte in the Snakwe River Plain of Idaho It's the same height of as "" Face on Mars "".",1
014f1b3,"Dear state senator,

I think that changing to election by popular vote is the best thing to do. We vote and see which ones most popular and that's who gets to be president. Because more people think he'll be a better president. Another reason is that's what people want. Lastly we wont make the wrong choice. We vote and see who's the best but also theres an election process. We think it would be better with no election process at all. I was imformed that we dont really vote for president, we vote for a slate of 34 democratic pledged to that person. so basicaly were not really voting so and so for president. So it seems like the govenment is fooling us. i just think we the people should vote for president not a slate but the president. and whom ever has the most popular votes wins. The government thinks they know whats best but what happens when people dont go threw with what they say,, we know whats best.                    ",2
0151c0f,"The so called "" Face'' on mars is just a landform that looks like a face. I know this because there are no such thing as aliens, if aliens did exist we would have seen them and known by now, and lastly I know that I is just a landform because it looks like a coincidental landform that looks like an alien.

The first reason that I know it is a landform and not an alien is because aliens do not exist. They are some made up characters found in science fiction books and movies, just like monsters, witches, and ghosts. There has never been actual scientific evidence that proved any of those things to be real. Many crazy people think that they have encountered ghost sightings and other things like demons, zombies, or even something as dumb as slenderman. These things are all fantasies that they make up in their heads and then try to get other foolish people to believe them.

The second reason that I know that it is not an alien is that if aliens and monsters really did exist we would have all known by know. If they were anything like what they are in movies we would all be dead or abducted. In movies people see UFO's and they suddenly are sucked up into a portal and abducted by aliens and used as slaves. If they existed you would think that many people would probably have gone missing after ""UFO"" sightings. Like I said before it is just a bunch of nonsence that people have made up in their head and aren't smart enough to know that it isn't true.

My last reason that I know it isn't an alien is because I know that landforms can often look like things that they really aren't. For example at my uncles house they have a big rock in their back yard that looks a lot like a ground hog. I know that it is not a ground hog, but if I was like the people that thought it was an alien I could make up a bizare story about how in ancient times the ground hog got cursed and then was turned into a rock because the king demanded it to.

See? It just doesn't make much sence.

Sure, the landform looks somewhat like a face in the 1976 picture, but so did the rock in my uncle's back yard. All the thoughts of it being an alien is so made up in their heads. The NASA crew said, ""Nasa's Viking 1 spacecraft was circling the planet, snapping photos of possible landing sites for its sister ship Viking 2, when when it spotted the shadowy likeness of a human face. An enormous heaad nearly two miles for end to end seemed to be staring at the cameras from a region of the Red Planet called Cydonia. First off, the aliens in sci-fi movies aren't nearly two miles long, not even close to that. Secondly where it says that the head seemed to be staring up at them, obviously if you are above it and it's a 2d or 3d shape it's going to appear to be looking at you!

In conclusion there is no way that the so called face on mars is an alien. It's not an alien because aliens don't exist, we would have known by now it aliens really existed, and some landforms are shaped like odd things. Like I said earlier, if aliens really existed we would have encountered them before and seen UFO's that would try to abduct us. This is why there are no such things as aliens, which means the face on mars is just a landform that just so happens to look like a face. ",4
0155be4,"Everyone would like to have car that drives them around. But whouldn't people get annoyed with not being in control. Having driverless cars are cool in some way but also can be dangours. There are positive and negative to have the driverless cars. They shouldn't develop driverless cars because drives still have to be alert, nobody wants to wait their turn to drive, and taffic laws say only a safe car is when a human has full control of it at all times.

The drivers that are in the car still have to be alert. The driverless car alerts the driver to take over when pulling in and out of driveways. Also when they are dealing with traffic. Like roadwork, or accidents the driver has to take the wheel at those times.

Nobody wants to wait for their turn to drive. Driveless cars only let the drivers drive when they are in traffic or pulling out somewhere. Wouldnt drivers get bored waiting for their turn to drive. Most people wont like the car being in control and not them.

Some laws are written with the assumption that the only safe about a car if a human has control of it at all times. Most states it's illegal to even test computer driven cars. There are some countrys that limited use of semi-autonmous cars but the manufactures believe that more states will follow as soon as they know the cars are safe.

Driverless cars are good for someone people but most people would like to be in control when they drive. They shouldn't develop the cars if only some of the people like the cars and will use them. They shouldn't develop driverless cars because drivers still have to be alert, nobody wants to wait their turn, and taffic laws say that only a safe car is when a human has full control of it at all times              ",3
0156ea6,"Venus is one of the planets that have the same density and size and used to have mountains,valleys,craters and it also used to have oceans which means it used to have life but the pressure will kill us because the pressure is 90 times stronger than ours.

It is hard to go to venus because sometimes we are farther and sometimes we are closer to venus. All of our space missions to venus have been unmaned because no spacescrafts hasnt survivded the landing longer than a few hours. on the planets surface the atmodspheric pressure is 90 time than on our own planet. venus used to be covered with oceans and had valleys. mountains and craters. NASA want to send people to study venus. a vehicle would be needed to hover across venus surface. systems made by mechanical devices will by crushed by the pressure.

So the exploration of venus will be difficult but we will soon need a planet because once we run out of material we wont be able to go anywhere.",1
015ac93,"Should venus be explored? There are many different aspects, and opinions on the subject, but the author gives us very good reasons why it should be explored and studied. One of the reasons is that belive it or not venuse is the most simalar planet to earth, also the scientist at NASA said they are working on a blimp like vehicle that could go up to 30 miles high. That means if they made this structer they could avoid all of the harsh conditions on ground level at venus such as the armospheric pressure, and the unbarable heat that is a crazy total of 800 degrees. If they would make this vehicle the pressure would drop substantionaly and so would the heat from 800 degrees to around 170 degrees, the solar power and radation would also be very plentiful and wouldn't exceed Earth levels. The conditions would definetly no be easy to deal with, but they would at least be survivable. There is one problem thought people at NASA can not document their finding because of conditions which would make it where cameras could not be used. This is because the most the light cannot penetrate the dense atmospher. But there maybe a solution, the thing is we might just have to go back in time. For example scientists are looking back on older technology, this technology would be mechanical computers, this is good because these computers do not requier any technology, they use gears and levers and would be substainable on venus. That is how the author suggests that the study of venus should be pursued. As it said in the artical dont look at it such as dangers just bigger challenges.",3
016010c,"Driverless Cars

Driverless cars are coming in the future. In the future, no one will probably need to buy cars because they won't need them. According to Google cofounder Sergey Brin, that will happen. He sees a future with a public transportation system where fleets of driverless cars form a public- transport taxi system. The cars he foresees would use half the fuel of today's taxis and offer far more flexibility than a bus. There are many great things about driveless cars, but there are some bad things as well.

Driverless cars are really beneficial. Driverless cars have way more senors and alerts than regular cars. For example, if the car is about to back up into an object, the driver's seats will vibrate to let you know. Also, within the past 10 years, sensors on the driverless cars have become way more advanced to detect and respond to the danger of out-of-control skids or rollovers. The information from the sensors can cause the car to apply brakes on individual wheels and reduce power from the engine, allowing far better response and control than a human driver could manage alone.

Driverless cars are also very safe to use. The cars can handle driving functions at speeds up to 25 mile per hour, but special touch sensors make sure the driver keeps hold of the wheel. Even though the word ""driverless"" may scare you, none of the cars developed so far are completely driverless. Which means you are still somewhat in control of the car. The cars may be able to steer, accelerate and brake themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents. The driver must stay alert and be ready to take over when the time comes. The car can quickly get the driver's attention whenever a problem occurs. GM has developed driver's seats that vibrate when the vehicle is in danger of backing into an object. Other options under consideration are flashing lights on the windshield and other heads-up displays. Basically, while the driver watches the road, the car watches the driver. (Paragraph 7)

Driverless cars are going to become the next big thing. They won't just become beneficial to you, but everyone else as well. The cars would only use half the fuel that today's taxi use. Which is a huge deal because we as a whole, we use a lot of fuel. Also, it will offer more flexibility than a bus. Just imagine that. Google cofounder Sergey Brin believes these such cars would fundamentally change the world, and everyone else should believe that too. (Paragraph 1)

Some people may agrue that letting a car be in control is just absurb. You never know what the car might do. It could end up causing you to end up in a wreck, or maybe it won't slow down and the brakes won't work. Even though you are alert, what can you do if something goes wrong? Nothing. If the car can steer, accelerate, and brake themselves there is not a whole lot you can do to stop it. You just never know with a driverless car. You are putting yourself ar risk while you are in the car because you are not 100% in control of the car and that is not safe.

In conclusion, driverless cars are very safe and have major benefits. Some people may be scared of letting a car be in a control, instead of them being in control of the car. But no one should have nothing to worry about. As long as you stay alert, you should be fine. Even though the car can do many things by itself, it still sends you heads up when it needs your assistance. Driverless cars coming very soon in the near future. Try them and see how they are.",5
163804,"Cars have been a necessity to us for as long as I can remember. Billions of people around the world use cars everyday. Without cars in our lives many people would be lost and not know what to do. Thinking of a world without cars is unreasonable to the people of today, but if they thought of all the good not driving everyday does for the world then it would probably be a different story.

Many places are enforcing people to go without there cars transporting them everyday, which could be a good thing. Heidrun Walter a man in source 1 states, ""Seventy percent of Vauban's families do not own cars, and fifty-seven percent sold a car to move here."" By saying this he is showing how many people like living their lives without all the troubles cars can cause. People of this community dont have to worry about being ran over by cars or being stuck in traffic everyday. David Goldberg, another man in source 1 also states, ""All of our development since World War two has been centered on the car, and that will have to change."" In saying this he portraying that we need to focus on more important things and stop worrying about cars, which hurt us more in the long run than they do helping us.

Vauban isn't the only place that has enforced the rule of not using cars. Many other places have done so also. Robert Duffer states, ""After days of near-record pollution, paris enforced a partial driving ban to clear the air of the global city."" By saying this the author is explaining how the use of cars have dramatically polluted a city. Just think, if there were no cars, then there would be less pollution to worry about hurting all the city's. It is not hard to ride a bike to the places you need or want to go. Instead of using cars everyday and hurting our enviroment, people should think of how much good they would be doing and money they would be saving by taking another type of transportation than just cars.

Bogota, Colombia has also taken the no car use into affect. They have used many other types of transportion such as hiking, biking, and even skating to there destination. Businessman Carlos Arturo from source 3 says, ""It's a good oppurtunity to take away stress and lower air pollution."" He and many other citizens of this place agree with saving our enviroment and not using cars. Not using cars is less stressful because your not consistently worring about gas, the car breaking, or getting into an accident with another driver.

Just imagine your life without using a car everday. Not using a car isn't that bad and doesnt hurt you or the people around you as much as it does having one. Using a car everyday puts your life at risk, takes your money, and hurts the enviroment. Life without cars would be simpler and less stressful in our world today.                                    ",4
01665d5,"I think that the new facial action coding system would be good to read emotions of students because it could help figure out people's emotions t, it could help with mixed emotions, and it can help people with questions.

One way that the new new facial action coding system would be good to read emotions of students because it could help figure out people's emotions. One deatil to support my claim is that in the story it says "" for instance you can probably tell how a friend is feeling by the look on their face , of course most of us would have troube actually describing each facial trait that conveys happy or sad. That means that with the facial scan computer they acn do it with no hassle at all.

Another reason that the new facial action coding system could help is because it can tell if people have mixed emotoins. One reason to support is that in the text it says ""Dr Huang oberves thata artist such as da vinci studied how human anatomy to help them paint facial muscles precisely enough to convey specific emotions. That means that if someone is having mixed emotions the computer can detect the emotions that person is having.

My third reason that the facial acting coding system would be good is because it can hepl put a smile on people faces. One detain that supports my clain is "" According to the facial feedback theory of emotion moving your facial muscles not only expresses emotions but can also help you produce them (Putting on a happy face).

In conclusion the facial action coding system would be good for people because it could tell if people have mixed emotions, it could help figure out people's emotions, and it can help people solve problems they are having ",3
016ed64,"Is venus really worth exploring? in the article "" the challenge of exploring Venus"" the author suggests that sudying Venus is a worthy pursuit despite the dangers it presents, because of it's really dangerous and unique athomosphere, and because it may have been the most Earth-like planet once, and because it

was probably covered in oceans.

Venus is really challenging to explore because of it's harsh environment and a "" thick atmosphere of almost 97 percent carbon dioxide"". in the article "" The Challenge of Exploring Venus"", the author stated that, "" no spacecraft survived the landing for more than a few hours"" this quote shows that the environment in Venus is so harsh that not even a space craft made out of metal., could withstand the enormous pressure of it's atmosphere. in addition, scientist are really facinated by Venus because it's the only planet that resembles earth.

Scientist believe that Venus was once the most ""Earth-like planet"" in our solar system. in "" the challenge of exploring Venus"" the author exlaimed that "" astronomers are facinated by Venus because it may well once have been the most Earth-like planet in our solar system"". this quote shows that, even though Venus posesess a really challenging atmosphere, is worth exploring because it may once have been able to support life. further more, scientist believe that Venus, was probablycovered in oceans.

Venus is worth exploring because it was probably covered in oceans a long time ago. in the article the author said, ""Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth"". this implies that, since there probably used to be water on Venus, there is a chance that Venus could have supported life at one point. because where there is water, there must be life.

in conclusion Venus is worth studying and exploring, despite the dangers it presents. because, of it's unique atmosphere and environment, and because it may have been the most Earth-like planet once, and finally because, it was probably covere in oceans. to wrap this up, Venus should be widely studied and explored because, it's important to unveal the mysteries, the blue planet is hiding underneath that thick atmosphere.",4
01711c3,"Driveless cars can be a very great enhancement in the future's society. Driveless cars can save fuel, they have very high experience, and they contain many gadgets to hold itself together for a very long time.

First reason why driveless cars are a good enhancement to the society is that it would save money and time. ""He envisions a future with public transportation system where fleets of drivelss cars form a public-transport taxi system. The cars he forsees would use half of today's taxis and offer more flexibilty than a bus."" (Paragraph 1) Integrating a transportation system would save people's money for a bus pass, or even someone's time.

Second reason why driveless cars would help society because driveless cars have good experience on the road. ""Google has had cars that could drive independently under specific conditions since 2009. Their cars have driven more than half a million miles without a crash."" (Paragraph 2) Their has been very little accidents with driveless cars than there has been with humans driving cars.

Third reason why driveless cars are positive to the society is that the Google cars has many reasonable parts and technology to ""hold itself together."" ""Google modified Toyota Prius using position-estimating sensors on the left rear wheel, a rotating sensor on the roof, a video camera mounted near the rearview mirror, four automotive radar sensors, GPS receiver, and a inertial motion sensor. The most important bit of technology in this system is the spinning sensor on the roof, Dubbed LIDAR."" (Paragraph 4) The technology of all the input is great enough to acheive the skill of a human at the wheel.

Driveless cars can be very helpful to society. However, traffic laws writes that with a assumption that the only safe car has a human driver in control at all times. Feedback from the Google cars driving before 2009 spectulates that,""So far, they still alert the driver to take over when pulling in and out of driveway or dealing with complicated traffic issues, such as navigating through roadwork or accidents."" (Paragraph 2) Driveless cars don't have complete control over the car at all times, so drivers must still be focused at all times.

Driveless cars can be a great renaissance to the society. It will help save money, save time, and would be a great thing to tell our kids about.           ",3
01846d8,"I think that not having cars is a good thing for these small suburban cities cause theyre only like a mile or two so its really not that far.

From what i've heard in this passage and from the sources is that its a big stress reliever and it is to help out the earth there will be less traffic jams,less pollution and more interacting with people cause face it people dont interact socailly anymore and if they do its most likely over the internet.

Another reason i think we should cut down on car use or at least car pull in vans is cause it will leave less emissions in the air and it'll hopefully help the ozone layer repair itself to its natural state

And in conclussion im all for it cause I think that it'll help people get out and get fit and there will be less crashes there be less stress from driving(roadrage/roadragers).    ",2
1.87E+098,"Do you think you would be able to live without your car? It would be less difficult than you think! In fact, there is a whole town named Vauban, Germany, that has given up their cars! According to Source 1, street parking, driveways, and home garages are generally forbidden, unless of course you have the money to buy a parking garage space for a whopping $40,000. A citizen of the car-less town, Heidrum Walter admits, ""When I had a car, I was always tense. I'm much happier this way."" Passenger cars are resposible for 12 percent of greenhouse gas emissions in Europe, and up to 50 percent in some areas of the US, according to Source 1. If only we had more towns like Vauban, maybe our impact on the world would be less destructive.

Some towns ban cars for a few days at a time. Paris enforced a partial driving ban after days of near-record pollution. Congestion in Paris went down 60 percent and the smog from the pollution cleared up enough that they rescind the ban. Some people would complain that having little to no cars will be an issue for jobs, delivery companies, or getting children to and from places. There's always a bus, and there's always the option of car pooling! Bogota, Columbia is another town that has done a car free day, except Bogota's is annual. These Columbians hiked, biked, skated or took buses to places during the car-free day, according to Source 3. Businessman Carlos Arturo Plaza says, ""It's a good opportunity to take away stress and lower air pollution."" As a result of this annual car-free day, 118 miles of bicycle paths have been constructed in Bogota. I think more towns should ban cars for just a few days. We could all get a little excersize, help the environment, and improve our mood and lower stress!

A recent study found that driving by young people decreased 23 percent between 2001 and 2009, Source 4 says. The number of miles driven in the US was at it's height in 2005 and dropped steadily after. In April 2013, the number of miles driven per person was almost 9 percent below that peak! Some sociologists believe that if this pattern continues, it will have lots of beneficial implications for carbon emissions and the environment, according to Source 4. Some places, such as New York, have car-sharing programs and bike-sharing programs, which is a nice way to get from place to place that's healthy for you and your environment.

There's so many reasons why we should use our cars less! Like I explained, it's very healthy for your environment, and if you choose to walk or bike, its healthy for your body, too. Also, pollution rates would go down quite a lot if we would just carpool or walk/bike to places! People have said that they feel so much happier and stress free from not using a car all the time. So why not take the time to help your environment and call somebody up to carpool, get that bike fixed, or hop on that bus!                                    ",4
